Date,Hour,Street,Average
4/8/2017,16,Spencer St-Collins St (North),3692
4/8/2017,17,Flinders St Station Underpass,4704
4/8/2017,18,Town Hall (West),4272
4/8/2017,19,Melbourne Central,3076
4/8/2017,20,Melbourne Central,2982
4/8/2017,21,Melbourne Central,2481
5/8/2017,10,Bourke Street Mall (North),1695
5/8/2017,11,Town Hall (West),2532
5/8/2017,12,Bourke Street Mall (North),3173
5/8/2017,13,Bourke Street Mall (North),3698
5/8/2017,14,Bourke Street Mall (North),3701
5/8/2017,15,Bourke Street Mall (North),4038
5/8/2017,16,Bourke Street Mall (North),3964
5/8/2017,17,Birrarung Marr,4694
5/8/2017,18,Southbank,3533
5/8/2017,19,Melbourne Central,2931
5/8/2017,20,Melbourne Central,2880
5/8/2017,21,Melbourne Central,2030
6/8/2017,10,Southbank,1365
6/8/2017,11,Bourke Street Mall (North),2124
6/8/2017,12,Bourke Street Mall (North),2249
6/8/2017,13,Bourke Street Mall (North),2615
6/8/2017,14,Vic Arts Centre,2944
6/8/2017,15,Bourke Street Mall (North),3081
6/8/2017,16,Bourke Street Mall (North),3065
6/8/2017,17,Bourke Street Mall (North),2554
6/8/2017,18,Birrarung Marr,3033
6/8/2017,19,Melbourne Central,1902
6/8/2017,20,Melbourne Central,1675
6/8/2017,21,Melbourne Central,1267
7/8/2017,10,Town Hall (West),1617
7/8/2017,11,Town Hall (West),1994
7/8/2017,12,Town Hall (West),2978
7/8/2017,13,Bourke Street Mall (North),3163
7/8/2017,14,Bourke Street Mall (North),2809
7/8/2017,15,Bourke Street Mall (North),2658
7/8/2017,16,Spencer St-Collins St (North),3587
7/8/2017,17,Spencer St-Collins St (North),5049
7/8/2017,18,Spencer St-Collins St (North),2976
7/8/2017,19,Melbourne Central,1963
7/8/2017,20,Melbourne Central,1812
7/8/2017,21,Melbourne Central,1202
8/8/2017,10,Spencer St-Collins St (North),1811
8/8/2017,11,Town Hall (West),1937
8/8/2017,12,Bourke Street Mall (North),3197
8/8/2017,13,Town Hall (West),3400
8/8/2017,14,Town Hall (West),3286
8/8/2017,15,Town Hall (West),2940
8/8/2017,16,Spencer St-Collins St (North),3702
8/8/2017,17,Flinders St Station Underpass,4831
8/8/2017,18,Flinders St-Elizabeth St (East),3147
8/8/2017,19,Melbourne Central,2253
8/8/2017,20,Melbourne Central,2181
8/8/2017,21,Melbourne Central,1616
9/8/2017,10,Spencer St-Collins St (North),1787
9/8/2017,11,Town Hall (West),2124
9/8/2017,12,Southbank,3338
9/8/2017,13,Bourke Street Mall (North),3662
9/8/2017,14,Town Hall (West),3081
9/8/2017,15,Bourke Street Mall (North),2742
9/8/2017,16,Spencer St-Collins St (North),3417
9/8/2017,17,Flinders St Station Underpass,4807
9/8/2017,18,Flinders St-Elizabeth St (East),3065
9/8/2017,19,Melbourne Central,2400
9/8/2017,20,Melbourne Central,2318
9/8/2017,21,Melbourne Central,1631
10/8/2017,10,Flinders St-Elizabeth St (East),1657
10/8/2017,11,Bourke Street Mall (North),1903
10/8/2017,12,Bourke Street Mall (North),3106
10/8/2017,13,Town Hall (West),3356
10/8/2017,14,Town Hall (West),2794
10/8/2017,15,Town Hall (West),2814
10/8/2017,16,Spencer St-Collins St (North),3571
10/8/2017,17,Flinders St Station Underpass,4887
10/8/2017,18,Southbank,3226
10/8/2017,19,Melbourne Central,2277
10/8/2017,20,Melbourne Central,2046
10/8/2017,21,Melbourne Central,1761
11/8/2017,10,Spencer St-Collins St (North),1707
11/8/2017,11,Bourke Street Mall (North),2222
11/8/2017,12,Bourke Street Mall (North),3526
11/8/2017,13,Bourke Street Mall (North),3783
11/8/2017,14,Bourke Street Mall (North),3041
11/8/2017,15,Bourke Street Mall (North),3163
11/8/2017,16,Spencer St-Collins St (North),3671
11/8/2017,17,Flinders St Station Underpass,4566
11/8/2017,18,Bourke Street Mall (North),3692
11/8/2017,19,Melbourne Central,2875
11/8/2017,20,Melbourne Central,2558
11/8/2017,21,Melbourne Central,2573
12/8/2017,10,Town Hall (West),1659
12/8/2017,11,Town Hall (West),2406
12/8/2017,12,Town Hall (West),3079
12/8/2017,13,Bourke Street Mall (North),3663
12/8/2017,14,Bourke Street Mall (North),3653
12/8/2017,15,Bourke Street Mall (North),3889
12/8/2017,16,Bourke Street Mall (North),3764
12/8/2017,17,Bourke Street Mall (North),3300
12/8/2017,18,Melbourne Central,2685
12/8/2017,19,Melbourne Central,2548
12/8/2017,20,Melbourne Central,2654
12/8/2017,21,Melbourne Central,2086
13/8/2017,10,Southbank,1796
13/8/2017,11,Southbank,2519
13/8/2017,12,Melbourne Central,3238
13/8/2017,13,Town Hall (West),3619
13/8/2017,14,Bourke Street Mall (North),3580
13/8/2017,15,Bourke Street Mall (North),3718
13/8/2017,16,Southbank,3471
13/8/2017,17,Southbank,3104
13/8/2017,18,Melbourne Central,2575
13/8/2017,19,Melbourne Central,2112
13/8/2017,20,Melbourne Central,2057
13/8/2017,21,Melbourne Central,1461
14/8/2017,10,Spencer St-Collins St (North),1796
14/8/2017,11,Bourke Street Mall (North),2004
14/8/2017,12,Southbank,3578
14/8/2017,13,Bourke Street Mall (North),3528
14/8/2017,14,Bourke Street Mall (North),2871
14/8/2017,15,Town Hall (West),2863
14/8/2017,16,Spencer St-Collins St (North),3466
14/8/2017,17,Flinders St Station Underpass,4979
14/8/2017,18,Flinders St-Elizabeth St (East),2993
14/8/2017,19,Melbourne Central,2169
14/8/2017,20,Melbourne Central,2036
14/8/2017,21,Flinders St-Elizabeth St (East),1389
15/8/2017,10,Spencer St-Collins St (North),1591
15/8/2017,11,Town Hall (West),2027
15/8/2017,12,Bourke Street Mall (North),2922
15/8/2017,13,Bourke Street Mall (North),3257
15/8/2017,14,Town Hall (West),2612
15/8/2017,15,Bourke Street Mall (North),2575
15/8/2017,16,Spencer St-Collins St (North),3523
15/8/2017,17,Flinders St Station Underpass,4774
15/8/2017,18,Flinders St-Elizabeth St (East),2873
15/8/2017,19,Melbourne Central,2381
15/8/2017,20,Melbourne Central,2011
15/8/2017,21,Melbourne Central,1341
16/8/2017,10,Spencer St-Collins St (North),1842
16/8/2017,11,Town Hall (West),2187
16/8/2017,12,Town Hall (West),3312
16/8/2017,13,Town Hall (West),3674
16/8/2017,14,Town Hall (West),2954
16/8/2017,15,Bourke Street Mall (North),2765
16/8/2017,16,Spencer St-Collins St (North),3339
16/8/2017,17,Flinders St Station Underpass,4790
16/8/2017,18,Southbank,3247
16/8/2017,19,Melbourne Central,2342
16/8/2017,20,Melbourne Central,2329
16/8/2017,21,Melbourne Central,1537
17/8/2017,10,Spencer St-Collins St (North),1802
17/8/2017,11,Flinders St-Elizabeth St (East),1860
17/8/2017,12,Bourke Street Mall (North),3074
17/8/2017,13,Town Hall (West),3293
17/8/2017,14,Town Hall (West),2693
17/8/2017,15,Town Hall (West),2797
17/8/2017,16,Spencer St-Collins St (North),3676
17/8/2017,17,Spencer St-Collins St (North),4735
17/8/2017,18,Flinders St-Elizabeth St (East),2921
17/8/2017,19,Flinders St-Elizabeth St (East),1877
17/8/2017,20,Melbourne Central,1718
17/8/2017,21,Melbourne Central,1718
18/8/2017,10,Spencer St-Collins St (North),1822
18/8/2017,11,Town Hall (West),2158
18/8/2017,12,Bourke Street Mall (North),3058
18/8/2017,13,Bourke Street Mall (North),3365
18/8/2017,14,Town Hall (West),2870
18/8/2017,15,Bourke Street Mall (North),2936
18/8/2017,16,Spencer St-Collins St (North),3720
18/8/2017,17,Spencer St-Collins St (North),4644
18/8/2017,18,Bourke Street Mall (North),2938
18/8/2017,19,Melbourne Central,2101
18/8/2017,20,Melbourne Central,2167
18/8/2017,21,Melbourne Central,2241
19/8/2017,10,Town Hall (West),1552
19/8/2017,11,Bourke Street Mall (North),2307
19/8/2017,12,Bourke Street Mall (North),3075
19/8/2017,13,Bourke Street Mall (North),3498
19/8/2017,14,Bourke Street Mall (North),3617
19/8/2017,15,Bourke Street Mall (North),3806
19/8/2017,16,Bourke Street Mall (North),3605
19/8/2017,17,Southbank,3979
19/8/2017,18,Melbourne Central,2942
19/8/2017,19,Melbourne Central,2869
19/8/2017,20,Melbourne Central,2928
19/8/2017,21,Melbourne Central,1975
20/8/2017,10,Southbank,1822
20/8/2017,11,Southbank,2490
20/8/2017,12,Southbank,3129
20/8/2017,13,Bourke Street Mall (North),3294
20/8/2017,14,Southbank,3706
20/8/2017,15,Bourke Street Mall (North),3532
20/8/2017,16,Southbank,3392
20/8/2017,17,Southbank,2865
20/8/2017,18,Melbourne Central,2588
20/8/2017,19,Melbourne Central,2118
20/8/2017,20,Melbourne Central,1710
20/8/2017,21,Melbourne Central,1232
21/8/2017,10,Spencer St-Collins St (North),1545
21/8/2017,11,Town Hall (West),1695
21/8/2017,12,Town Hall (West),2652
21/8/2017,13,Town Hall (West),2800
21/8/2017,14,Town Hall (West),2508
21/8/2017,15,Town Hall (West),2559
21/8/2017,16,Spencer St-Collins St (North),3433
21/8/2017,17,Spencer St-Collins St (North),4883
21/8/2017,18,Spencer St-Collins St (North),2893
21/8/2017,19,Melbourne Central,2011
21/8/2017,20,Melbourne Central,1682
21/8/2017,21,Melbourne Central,1102
22/8/2017,10,Spencer St-Collins St (North),1644
22/8/2017,11,Town Hall (West),1877
22/8/2017,12,Southbank,3357
22/8/2017,13,Bourke Street Mall (North),3262
22/8/2017,14,Town Hall (West),2647
22/8/2017,15,Town Hall (West),2640
22/8/2017,16,Spencer St-Collins St (North),3541
22/8/2017,17,Flinders St Station Underpass,4857
22/8/2017,18,Spencer St-Collins St (North),2964
22/8/2017,19,Melbourne Central,2178
22/8/2017,20,Melbourne Central,2037
22/8/2017,21,Melbourne Central,1366
23/8/2017,10,Spencer St-Collins St (North),1631
23/8/2017,11,Town Hall (West),2079
23/8/2017,12,Bourke Street Mall (North),3305
23/8/2017,13,Town Hall (West),3505
23/8/2017,14,Town Hall (West),2718
23/8/2017,15,Town Hall (West),2602
23/8/2017,16,Spencer St-Collins St (North),3941
23/8/2017,17,Spencer St-Collins St (North),5493
23/8/2017,18,Spencer St-Collins St (North),2813
23/8/2017,19,Melbourne Central,1921
23/8/2017,20,Melbourne Central,1745
23/8/2017,21,Melbourne Central,1330
24/8/2017,10,Town Hall (West),1586
24/8/2017,11,Town Hall (West),1952
24/8/2017,12,Southbank,3256
24/8/2017,13,Bourke Street Mall (North),3593
24/8/2017,14,Bourke Street Mall (North),2808
24/8/2017,15,Town Hall (West),2740
24/8/2017,16,Spencer St-Collins St (North),3534
24/8/2017,17,Spencer St-Collins St (North),4841
24/8/2017,18,Spencer St-Collins St (North),2956
24/8/2017,19,Melbourne Central,1973
24/8/2017,20,Melbourne Central,1885
24/8/2017,21,Melbourne Central,1633
25/8/2017,10,Town Hall (West),1870
25/8/2017,11,Bourke Street Mall (North),2248
25/8/2017,12,Southbank,3658
25/8/2017,13,Bourke Street Mall (North),3645
25/8/2017,14,Bourke Street Mall (North),3210
25/8/2017,15,Bourke Street Mall (North),3153
25/8/2017,16,Spencer St-Collins St (North),3699
25/8/2017,17,Spencer St-Collins St (North),4733
25/8/2017,18,Bourke Street Mall (North),3621
25/8/2017,19,Melbourne Central,2705
25/8/2017,20,Melbourne Central,2373
25/8/2017,21,Melbourne Central,2469
26/8/2017,10,Town Hall (West),1797
26/8/2017,11,Town Hall (West),2696
26/8/2017,12,Town Hall (West),3739
26/8/2017,13,Town Hall (West),4658
26/8/2017,14,Town Hall (West),4710
26/8/2017,15,Town Hall (West),5131
26/8/2017,16,Town Hall (West),4294
26/8/2017,17,Bourke Street Mall (North),3603
26/8/2017,18,Southbank,3159
26/8/2017,19,Southbank,3283
26/8/2017,20,Southbank,2751
26/8/2017,21,Melbourne Central,2009
27/8/2017,10,Southbank,1587
27/8/2017,11,St-Kilda-Alexandra Gardens,2952
27/8/2017,12,Southbank,2602
27/8/2017,13,Bourke Street Mall (North),2713
27/8/2017,14,Bourke Street Mall (North),2874
27/8/2017,15,Bourke Street Mall (North),2968
27/8/2017,16,Bourke Street Mall (North),2920
27/8/2017,17,Bourke Street Mall (North),2598
27/8/2017,18,Birrarung Marr,3695
27/8/2017,19,Melbourne Central,1831
27/8/2017,20,Melbourne Central,1553
27/8/2017,21,Melbourne Central,1187
28/8/2017,10,Spencer St-Collins St (North),1613
28/8/2017,11,Birrarung Marr,4999
28/8/2017,12,Southbank,3186
28/8/2017,13,Bourke Street Mall (North),3293
28/8/2017,14,Bourke Street Mall (North),2655
28/8/2017,15,Town Hall (West),2785
28/8/2017,16,Spencer St-Collins St (North),3452
28/8/2017,17,Flinders St Station Underpass,5093
28/8/2017,18,Spencer St-Collins St (North),2839
28/8/2017,19,Melbourne Central,1932
28/8/2017,20,Melbourne Central,1623
28/8/2017,21,Melbourne Central,1211
29/8/2017,10,Spencer St-Collins St (North),1606
29/8/2017,11,Bourke Street Mall (North),1767
29/8/2017,12,Southbank,2954
29/8/2017,13,Bourke Street Mall (North),3270
29/8/2017,14,Town Hall (West),2692
29/8/2017,15,Town Hall (West),2599
29/8/2017,16,Spencer St-Collins St (North),3515
29/8/2017,17,Spencer St-Collins St (North),4805
29/8/2017,18,Flinders St Station Underpass,3079
29/8/2017,19,Melbourne Central,1959
29/8/2017,20,Melbourne Central,1734
29/8/2017,21,Melbourne Central,1311
30/8/2017,10,Spencer St-Collins St (North),1722
30/8/2017,11,Town Hall (West),2007
30/8/2017,12,Bourke Street Mall (North),3220
30/8/2017,13,Bourke Street Mall (North),3415
30/8/2017,14,Town Hall (West),2888
30/8/2017,15,Town Hall (West),2819
30/8/2017,16,Spencer St-Collins St (North),3521
30/8/2017,17,Spencer St-Collins St (North),4896
30/8/2017,18,Spencer St-Collins St (North),2974
30/8/2017,19,Melbourne Central,2186
30/8/2017,20,Melbourne Central,1806
30/8/2017,21,Melbourne Central,1378
31/8/2017,10,Spencer St-Collins St (North),1630
31/8/2017,11,Town Hall (West),2013
31/8/2017,12,Southbank,3490
31/8/2017,13,Southbank,3550
31/8/2017,14,Bourke Street Mall (North),2868
31/8/2017,15,Bourke Street Mall (North),2946
31/8/2017,16,Spencer St-Collins St (North),3402
31/8/2017,17,Flinders St Station Underpass,4675
31/8/2017,18,Spencer St-Collins St (North),3090
31/8/2017,19,Melbourne Central,2276
31/8/2017,20,Melbourne Central,1811
31/8/2017,21,Melbourne Central,1619
1/9/2017,10,Bourke Street Mall (North),1655
1/9/2017,11,Bourke Street Mall (North),2163
1/9/2017,12,Bourke Street Mall (North),3600
1/9/2017,13,Bourke Street Mall (North),4051
1/9/2017,14,Bourke Street Mall (North),3221
1/9/2017,15,Bourke Street Mall (North),3378
1/9/2017,16,Bourke Street Mall (North),3678
1/9/2017,17,Spencer St-Collins St (North),4868
1/9/2017,18,Bourke Street Mall (North),4538
1/9/2017,19,Bourke Street Mall (North),3912
1/9/2017,20,Bourke Street Mall (North),3207
1/9/2017,21,Melbourne Central,2340
2/9/2017,10,Bourke Street Mall (North),1592
2/9/2017,11,Bourke Street Mall (North),2411
2/9/2017,12,Bourke Street Mall (North),3157
2/9/2017,13,Bourke Street Mall (North),3727
2/9/2017,14,Bourke Street Mall (North),3836
2/9/2017,15,Bourke Street Mall (North),3837
2/9/2017,16,Bourke Street Mall (North),3808
2/9/2017,17,Bourke Street Mall (North),3280
2/9/2017,18,Southbank,3051
2/9/2017,19,Southbank,2733
2/9/2017,20,Southbank,2371
2/9/2017,21,Melbourne Central,2127
3/9/2017,10,Vic Arts Centre,1334
3/9/2017,11,Bourke Street Mall (North),1945
3/9/2017,12,Bourke Street Mall (North),2455
3/9/2017,13,Bourke Street Mall (North),2953
3/9/2017,14,Bourke Street Mall (North),3081
3/9/2017,15,Bourke Street Mall (North),3374
3/9/2017,16,Bourke Street Mall (North),2956
3/9/2017,17,Bourke Street Mall (North),2601
3/9/2017,18,Southbank,2086
3/9/2017,19,Melbourne Central,1906
3/9/2017,20,Melbourne Central,1409
3/9/2017,21,Melbourne Central,1087
4/9/2017,10,Spencer St-Collins St (North),1481
4/9/2017,11,Town Hall (West),1774
4/9/2017,12,Bourke Street Mall (North),2942
4/9/2017,13,Bourke Street Mall (North),3191
4/9/2017,14,Bourke Street Mall (North),2632
4/9/2017,15,Town Hall (West),2458
4/9/2017,16,Spencer St-Collins St (North),3381
4/9/2017,17,Flinders St Station Underpass,4950
4/9/2017,18,Spencer St-Collins St (North),2900
4/9/2017,19,Melbourne Central,1813
4/9/2017,20,Melbourne Central,1517
4/9/2017,21,Melbourne Central,1040
5/9/2017,10,Vic Arts Centre,2012
5/9/2017,11,Town Hall (West),2253
5/9/2017,12,Town Hall (West),3060
5/9/2017,13,Bourke Street Mall (North),3064
5/9/2017,14,Town Hall (West),2654
5/9/2017,15,Town Hall (West),2652
5/9/2017,16,Spencer St-Collins St (North),3620
5/9/2017,17,Spencer St-Collins St (North),5207
5/9/2017,18,Spencer St-Collins St (North),3144
5/9/2017,19,Melbourne Central,1650
5/9/2017,20,Melbourne Central,1365
5/9/2017,21,Melbourne Central,1142
6/9/2017,10,Town Hall (West),1628
6/9/2017,11,Town Hall (West),1927
6/9/2017,12,Town Hall (West),2801
6/9/2017,13,Town Hall (West),3180
6/9/2017,14,Town Hall (West),2605
6/9/2017,15,Town Hall (West),2555
6/9/2017,16,Spencer St-Collins St (North),3459
6/9/2017,17,Flinders St Station Underpass,4700
6/9/2017,18,Flinders St Station Underpass,3023
6/9/2017,19,Melbourne Central,2199
6/9/2017,20,Melbourne Central,1767
6/9/2017,21,Melbourne Central,1281
7/9/2017,10,Spencer St-Collins St (North),1579
7/9/2017,11,Town Hall (West),1911
7/9/2017,12,Bourke Street Mall (North),2946
7/9/2017,13,Bourke Street Mall (North),3453
7/9/2017,14,Town Hall (West),2817
7/9/2017,15,Town Hall (West),2800
7/9/2017,16,Spencer St-Collins St (North),3462
7/9/2017,17,Spencer St-Collins St (North),4722
7/9/2017,18,Spencer St-Collins St (North),2851
7/9/2017,19,Melbourne Central,1779
7/9/2017,20,Melbourne Central,1638
7/9/2017,21,Melbourne Central,1627
8/9/2017,10,Town Hall (West),1720
8/9/2017,11,Bourke Street Mall (North),2046
8/9/2017,12,Bourke Street Mall (North),3783
8/9/2017,13,Bourke Street Mall (North),3710
8/9/2017,14,Town Hall (West),2977
8/9/2017,15,Town Hall (West),2998
8/9/2017,16,Spencer St-Collins St (North),3693
8/9/2017,17,Spencer St-Collins St (North),4772
8/9/2017,18,Birrarung Marr,5299
8/9/2017,19,Southbank,2482
8/9/2017,20,Melbourne Central,2217
8/9/2017,21,Melbourne Central,2275
9/9/2017,10,Southbank,1559
9/9/2017,11,Bourke Street Mall (North),2174
9/9/2017,12,Bourke Street Mall (North),2938
9/9/2017,13,Bourke Street Mall (North),3498
9/9/2017,14,Bourke Street Mall (North),3735
9/9/2017,15,Bourke Street Mall (North),3695
9/9/2017,16,Bourke Street Mall (North),3740
9/9/2017,17,Bourke Street Mall (North),3501
9/9/2017,18,Southbank,3258
9/9/2017,19,Southbank,3094
9/9/2017,20,Melbourne Central,2571
9/9/2017,21,Southbank,2194
10/9/2017,10,Vic Arts Centre,1605
10/9/2017,11,Town Hall (West),2091
10/9/2017,12,Bourke Street Mall (North),2671
10/9/2017,13,Bourke Street Mall (North),3219
10/9/2017,14,Bourke Street Mall (North),3303
10/9/2017,15,Bourke Street Mall (North),3494
10/9/2017,16,Bourke Street Mall (North),3242
10/9/2017,17,Southbank,2839
10/9/2017,18,Melbourne Central,2238
10/9/2017,19,Melbourne Central,2040
10/9/2017,20,Melbourne Central,1501
10/9/2017,21,Melbourne Central,1209
11/9/2017,10,Vic Arts Centre,1579
11/9/2017,11,Town Hall (West),1974
11/9/2017,12,Town Hall (West),2979
11/9/2017,13,Town Hall (West),3183
11/9/2017,14,Town Hall (West),2486
11/9/2017,15,Town Hall (West),2555
11/9/2017,16,Spencer St-Collins St (North),3348
11/9/2017,17,Spencer St-Collins St (North),5020
11/9/2017,18,Spencer St-Collins St (North),2781
11/9/2017,19,Melbourne Central,2000
11/9/2017,20,Melbourne Central,1698
11/9/2017,21,Melbourne Central,1221
12/9/2017,10,Spencer St-Collins St (North),1519
12/9/2017,11,Town Hall (West),1862
12/9/2017,12,Town Hall (West),2715
12/9/2017,13,Town Hall (West),3014
12/9/2017,14,Bourke Street Mall (North),2467
12/9/2017,15,Bourke Street Mall (North),2482
12/9/2017,16,Spencer St-Collins St (North),3443
12/9/2017,17,Spencer St-Collins St (North),4877
12/9/2017,18,Flinders St Station Underpass,2854
12/9/2017,19,Melbourne Central,2123
12/9/2017,20,Melbourne Central,1894
12/9/2017,21,Melbourne Central,1357
13/9/2017,10,Spencer St-Collins St (North),1720
13/9/2017,11,Town Hall (West),2170
13/9/2017,12,Bourke Street Mall (North),3002
13/9/2017,13,Town Hall (West),3267
13/9/2017,14,Town Hall (West),2631
13/9/2017,15,Bourke Street Mall (North),2536
13/9/2017,16,Spencer St-Collins St (North),3616
13/9/2017,17,Spencer St-Collins St (North),4900
13/9/2017,18,Vic Arts Centre,3260
13/9/2017,19,Vic Arts Centre,2263
13/9/2017,20,Melbourne Central,1685
13/9/2017,21,Melbourne Central,1199
14/9/2017,10,Spencer St-Collins St (North),1602
14/9/2017,11,Bourke Street Mall (North),1973
14/9/2017,12,Bourke Street Mall (North),2951
14/9/2017,13,Bourke Street Mall (North),3259
14/9/2017,14,Bourke Street Mall (North),2783
14/9/2017,15,Bourke Street Mall (North),2597
14/9/2017,16,Spencer St-Collins St (North),3440
14/9/2017,17,Spencer St-Collins St (North),4867
14/9/2017,18,Southbank,3048
14/9/2017,19,Melbourne Central,2076
14/9/2017,20,Melbourne Central,1730
14/9/2017,21,Melbourne Central,1488
15/9/2017,10,Town Hall (West),1698
15/9/2017,11,Town Hall (West),2212
15/9/2017,12,Bourke Street Mall (North),3363
15/9/2017,13,Bourke Street Mall (North),3755
15/9/2017,14,Town Hall (West),2604
15/9/2017,15,Bourke Street Mall (North),2601
15/9/2017,16,Spencer St-Collins St (North),3616
15/9/2017,17,Spencer St-Collins St (North),4649
15/9/2017,18,Southbank,3188
15/9/2017,19,Melbourne Central,2608
15/9/2017,20,Melbourne Central,2166
15/9/2017,21,Melbourne Central,2170
16/9/2017,10,Vic Arts Centre,1741
16/9/2017,11,Bourke Street Mall (North),2251
16/9/2017,12,Bourke Street Mall (North),3157
16/9/2017,13,Bourke Street Mall (North),3681
16/9/2017,14,Bourke Street Mall (North),3656
16/9/2017,15,Bourke Street Mall (North),3781
16/9/2017,16,Bourke Street Mall (North),3541
16/9/2017,17,Bourke Street Mall (North),3340
16/9/2017,18,Southbank,2857
16/9/2017,19,Melbourne Central,3094
16/9/2017,20,Melbourne Central,2609
16/9/2017,21,Southbank,2001
17/9/2017,10,Southbank,2630
17/9/2017,11,Southbank,3684
17/9/2017,12,Southbank,3118
17/9/2017,13,Southbank,3383
17/9/2017,14,Southbank,3717
17/9/2017,15,Bourke Street Mall (North),3620
17/9/2017,16,Southbank,3506
17/9/2017,17,Southbank,3046
17/9/2017,18,Melbourne Central,2242
17/9/2017,19,Melbourne Central,2033
17/9/2017,20,Melbourne Central,1753
17/9/2017,21,Melbourne Central,1284
18/9/2017,10,Flinders St-Elizabeth St (East),1662
18/9/2017,11,Town Hall (West),1983
18/9/2017,12,Bourke Street Mall (North),2999
18/9/2017,13,Bourke Street Mall (North),3363
18/9/2017,14,Town Hall (West),2715
18/9/2017,15,Bourke Street Mall (North),2654
18/9/2017,16,Spencer St-Collins St (North),3434
18/9/2017,17,Spencer St-Collins St (North),5064
18/9/2017,18,Flinders St-Elizabeth St (East),2857
18/9/2017,19,Flinders St-Elizabeth St (East),1857
18/9/2017,20,Melbourne Central,1460
18/9/2017,21,Flinders St-Elizabeth St (East),1147
19/9/2017,10,Flinders St-Elizabeth St (East),1654
19/9/2017,11,Bourke Street Mall (North),1931
19/9/2017,12,Southbank,3091
19/9/2017,13,Bourke Street Mall (North),3259
19/9/2017,14,Town Hall (West),2601
19/9/2017,15,Flinders St-Elizabeth St (East),2630
19/9/2017,16,Spencer St-Collins St (North),3559
19/9/2017,17,Spencer St-Collins St (North),4985
19/9/2017,18,Flinders St-Elizabeth St (East),3245
19/9/2017,19,Melbourne Central,2412
19/9/2017,20,Melbourne Central,1952
19/9/2017,21,Melbourne Central,1299
20/9/2017,10,Town Hall (West),1724
20/9/2017,11,Vic Arts Centre,2210
20/9/2017,12,Southbank,3932
20/9/2017,13,Southbank,3630
20/9/2017,14,Bourke Street Mall (North),2920
20/9/2017,15,Town Hall (West),2877
20/9/2017,16,Spencer St-Collins St (North),3662
20/9/2017,17,Flinders St Station Underpass,5213
20/9/2017,18,Southbank,3235
20/9/2017,19,Melbourne Central,2625
20/9/2017,20,Melbourne Central,1872
20/9/2017,21,Melbourne Central,1525
21/9/2017,10,Bourke Street Mall (North),2147
21/9/2017,11,Town Hall (West),2021
21/9/2017,12,Bourke Street Mall (North),3220
21/9/2017,13,Bourke Street Mall (North),3709
21/9/2017,14,Town Hall (West),2863
21/9/2017,15,Bourke Street Mall (North),2921
21/9/2017,16,Spencer St-Collins St (North),3662
21/9/2017,17,Spencer St-Collins St (North),4892
21/9/2017,18,Southbank,3442
21/9/2017,19,Melbourne Central,2205
21/9/2017,20,Melbourne Central,2063
21/9/2017,21,Melbourne Central,1818
22/9/2017,10,Flinders St-Elizabeth St (East),1765
22/9/2017,11,Bourke Street Mall (North),2467
22/9/2017,12,Bourke Street Mall (North),4094
22/9/2017,13,Southbank,3961
22/9/2017,14,Town Hall (West),3360
22/9/2017,15,Bourke Street Mall (North),3433
22/9/2017,16,Spencer St-Collins St (North),3656
22/9/2017,17,Flinders St Station Underpass,5226
22/9/2017,18,Southbank,4430
22/9/2017,19,Southbank,3385
22/9/2017,20,Melbourne Central,2768
22/9/2017,21,Melbourne Central,2749
23/9/2017,10,Town Hall (West),2617
23/9/2017,11,Southbank,3597
23/9/2017,12,Southbank,3913
23/9/2017,13,Southbank,4012
23/9/2017,14,Bourke Street Mall (North),3893
23/9/2017,15,Southbank,4020
23/9/2017,16,Southbank,3680
23/9/2017,17,Southbank,3306
23/9/2017,18,Southbank,2876
23/9/2017,19,Birrarung Marr,3559
23/9/2017,20,Southbank,4816
23/9/2017,21,Southbank,2944
24/9/2017,10,Vic Arts Centre,1676
24/9/2017,11,Bourke Street Mall (North),2211
24/9/2017,12,Bourke Street Mall (North),2860
24/9/2017,13,Bourke Street Mall (North),3092
24/9/2017,14,Bourke Street Mall (North),3409
24/9/2017,15,Bourke Street Mall (North),3320
24/9/2017,16,Bourke Street Mall (North),3129
24/9/2017,17,Southbank,2732
24/9/2017,18,Melbourne Central,2516
24/9/2017,19,Melbourne Central,2452
24/9/2017,20,Melbourne Central,1792
24/9/2017,21,Melbourne Central,1428
25/9/2017,10,Spencer St-Collins St (North),1678
25/9/2017,11,Town Hall (West),2255
25/9/2017,12,Bourke Street Mall (North),3334
25/9/2017,13,Bourke Street Mall (North),3526
25/9/2017,14,Town Hall (West),3223
25/9/2017,15,Town Hall (West),2906
25/9/2017,16,Spencer St-Collins St (North),3545
25/9/2017,17,Flinders St Station Underpass,4951
25/9/2017,18,Flinders St-Elizabeth St (East),3208
25/9/2017,19,Melbourne Central,2450
25/9/2017,20,Melbourne Central,2001
25/9/2017,21,Melbourne Central,1452
26/9/2017,10,Spencer St-Collins St (North),1827
26/9/2017,11,Town Hall (West),2478
26/9/2017,12,Southbank,4078
26/9/2017,13,Southbank,4423
26/9/2017,14,Bourke Street Mall (North),3447
26/9/2017,15,Bourke Street Mall (North),3338
26/9/2017,16,Flinders St-Elizabeth St (East),3543
26/9/2017,17,Flinders St Station Underpass,5216
26/9/2017,18,Southbank,3488
26/9/2017,19,Melbourne Central,2706
